snapshot_utc,snapshot_aest,lga_name,lga_code,provider_code,provider_name,active_outage_count,known_customer_count_outage_count,unknown_customer_count_outage_count,total_affected_customers,planned_customers,unplanned_customers,unknown_type_customers
2026-09-15T09:45:41Z,2026-09-15T19:45:41+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T09:45:41Z,2026-09-15T19:45:41+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T09:45:41Z,2026-09-15T19:45:41+10:00,Sunshine Coast Regional,6720,all,All providers,1,1,0,5,0,5,0
2026-09-15T09:45:41Z,2026-09-15T19:45:41+10:00,Sunshine Coast Regional,6720,au.qld.energex,Energex,1,1,0,5,0,5,0
2026-09-15T10:00:52Z,2026-09-15T20:00:52+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T10:00:52Z,2026-09-15T20:00:52+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T10:00:52Z,2026-09-15T20:00:52+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T10:00:52Z,2026-09-15T20:00:52+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T10:00:52Z,2026-09-15T20:00:52+10:00,Mornington Shire,5250,all,All providers,1,1,0,63,0,63,0
2026-09-15T10:00:52Z,2026-09-15T20:00:52+10:00,Mornington Shire,5250,au.qld.ergon,Ergon Energy,1,1,0,63,0,63,0
2026-09-15T10:00:52Z,2026-09-15T20:00:52+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T10:00:52Z,2026-09-15T20:00:52+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T10:00:52Z,2026-09-15T20:00:52+10:00,Sunshine Coast Regional,6720,all,All providers,1,1,0,5,0,5,0
2026-09-15T10:00:52Z,2026-09-15T20:00:52+10:00,Sunshine Coast Regional,6720,au.qld.energex,Energex,1,1,0,5,0,5,0
2026-09-15T10:15:38Z,2026-09-15T20:15:38+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T10:15:38Z,2026-09-15T20:15:38+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T10:15:38Z,2026-09-15T20:15:38+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T10:15:38Z,2026-09-15T20:15:38+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T10:15:38Z,2026-09-15T20:15:38+10:00,Mornington Shire,5250,all,All providers,1,1,0,63,0,63,0
2026-09-15T10:15:38Z,2026-09-15T20:15:38+10:00,Mornington Shire,5250,au.qld.ergon,Ergon Energy,1,1,0,63,0,63,0
2026-09-15T10:15:38Z,2026-09-15T20:15:38+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T10:15:38Z,2026-09-15T20:15:38+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T10:15:38Z,2026-09-15T20:15:38+10:00,Sunshine Coast Regional,6720,all,All providers,1,1,0,5,0,5,0
2026-09-15T10:15:38Z,2026-09-15T20:15:38+10:00,Sunshine Coast Regional,6720,au.qld.energex,Energex,1,1,0,5,0,5,0
2026-09-15T10:30:46Z,2026-09-15T20:30:46+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T10:30:46Z,2026-09-15T20:30:46+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T10:30:46Z,2026-09-15T20:30:46+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T10:30:46Z,2026-09-15T20:30:46+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T10:30:46Z,2026-09-15T20:30:46+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T10:30:46Z,2026-09-15T20:30:46+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T10:30:46Z,2026-09-15T20:30:46+10:00,Sunshine Coast Regional,6720,all,All providers,1,1,0,5,0,5,0
2026-09-15T10:30:46Z,2026-09-15T20:30:46+10:00,Sunshine Coast Regional,6720,au.qld.energex,Energex,1,1,0,5,0,5,0
2026-09-15T10:30:46Z,2026-09-15T20:30:46+10:00,Townsville City,7010,all,All providers,1,1,0,532,0,532,0
2026-09-15T10:30:46Z,2026-09-15T20:30:46+10:00,Townsville City,7010,au.qld.ergon,Ergon Energy,1,1,0,532,0,532,0
2026-09-15T10:45:48Z,2026-09-15T20:45:48+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T10:45:48Z,2026-09-15T20:45:48+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T10:45:48Z,2026-09-15T20:45:48+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T10:45:48Z,2026-09-15T20:45:48+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T10:45:48Z,2026-09-15T20:45:48+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T10:45:48Z,2026-09-15T20:45:48+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T10:45:48Z,2026-09-15T20:45:48+10:00,Townsville City,7010,all,All providers,1,1,0,532,0,532,0
2026-09-15T10:45:48Z,2026-09-15T20:45:48+10:00,Townsville City,7010,au.qld.ergon,Ergon Energy,1,1,0,532,0,532,0
2026-09-15T11:01:31Z,2026-09-15T21:01:31+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T11:01:31Z,2026-09-15T21:01:31+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T11:01:31Z,2026-09-15T21:01:31+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T11:01:31Z,2026-09-15T21:01:31+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T11:01:31Z,2026-09-15T21:01:31+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T11:01:31Z,2026-09-15T21:01:31+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T11:01:31Z,2026-09-15T21:01:31+10:00,Townsville City,7010,all,All providers,1,1,0,532,0,532,0
2026-09-15T11:01:31Z,2026-09-15T21:01:31+10:00,Townsville City,7010,au.qld.ergon,Ergon Energy,1,1,0,532,0,532,0
2026-09-15T11:15:40Z,2026-09-15T21:15:40+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T11:15:40Z,2026-09-15T21:15:40+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T11:15:40Z,2026-09-15T21:15:40+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T11:15:40Z,2026-09-15T21:15:40+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T11:15:40Z,2026-09-15T21:15:40+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T11:15:40Z,2026-09-15T21:15:40+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T11:30:44Z,2026-09-15T21:30:44+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T11:30:44Z,2026-09-15T21:30:44+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T11:30:44Z,2026-09-15T21:30:44+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T11:30:44Z,2026-09-15T21:30:44+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T11:30:44Z,2026-09-15T21:30:44+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T11:30:44Z,2026-09-15T21:30:44+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T11:45:37Z,2026-09-15T21:45:37+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T11:45:37Z,2026-09-15T21:45:37+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T11:45:37Z,2026-09-15T21:45:37+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T11:45:37Z,2026-09-15T21:45:37+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T11:45:37Z,2026-09-15T21:45:37+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T11:45:37Z,2026-09-15T21:45:37+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T12:00:59Z,2026-09-15T22:00:59+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T12:00:59Z,2026-09-15T22:00:59+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T12:00:59Z,2026-09-15T22:00:59+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T12:00:59Z,2026-09-15T22:00:59+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T12:00:59Z,2026-09-15T22:00:59+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T12:00:59Z,2026-09-15T22:00:59+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T12:15:43Z,2026-09-15T22:15:43+10:00,Cook Shire,2500,all,All providers,1,1,0,4,0,4,0
2026-09-15T12:15:43Z,2026-09-15T22:15:43+10:00,Cook Shire,2500,au.qld.ergon,Ergon Energy,1,1,0,4,0,4,0
2026-09-15T12:15:43Z,2026-09-15T22:15:43+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T12:15:43Z,2026-09-15T22:15:43+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T12:15:43Z,2026-09-15T22:15:43+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T12:15:43Z,2026-09-15T22:15:43+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T12:15:43Z,2026-09-15T22:15:43+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T12:15:43Z,2026-09-15T22:15:43+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T12:30:47Z,2026-09-15T22:30:47+10:00,Cook Shire,2500,all,All providers,1,1,0,4,0,4,0
2026-09-15T12:30:47Z,2026-09-15T22:30:47+10:00,Cook Shire,2500,au.qld.ergon,Ergon Energy,1,1,0,4,0,4,0
2026-09-15T12:30:47Z,2026-09-15T22:30:47+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T12:30:47Z,2026-09-15T22:30:47+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T12:30:47Z,2026-09-15T22:30:47+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T12:30:47Z,2026-09-15T22:30:47+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T12:30:47Z,2026-09-15T22:30:47+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T12:30:47Z,2026-09-15T22:30:47+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T12:46:16Z,2026-09-15T22:46:16+10:00,Cook Shire,2500,all,All providers,1,1,0,4,0,4,0
2026-09-15T12:46:16Z,2026-09-15T22:46:16+10:00,Cook Shire,2500,au.qld.ergon,Ergon Energy,1,1,0,4,0,4,0
2026-09-15T12:46:16Z,2026-09-15T22:46:16+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T12:46:16Z,2026-09-15T22:46:16+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T12:46:16Z,2026-09-15T22:46:16+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T12:46:16Z,2026-09-15T22:46:16+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T12:46:16Z,2026-09-15T22:46:16+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T12:46:16Z,2026-09-15T22:46:16+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T13:00:59Z,2026-09-15T23:00:59+10:00,Cook Shire,2500,all,All providers,1,1,0,4,0,4,0
2026-09-15T13:00:59Z,2026-09-15T23:00:59+10:00,Cook Shire,2500,au.qld.ergon,Ergon Energy,1,1,0,4,0,4,0
2026-09-15T13:00:59Z,2026-09-15T23:00:59+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T13:00:59Z,2026-09-15T23:00:59+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T13:00:59Z,2026-09-15T23:00:59+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T13:00:59Z,2026-09-15T23:00:59+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T13:00:59Z,2026-09-15T23:00:59+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T13:00:59Z,2026-09-15T23:00:59+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T13:15:37Z,2026-09-15T23:15:37+10:00,Cook Shire,2500,all,All providers,1,1,0,4,0,4,0
2026-09-15T13:15:37Z,2026-09-15T23:15:37+10:00,Cook Shire,2500,au.qld.ergon,Ergon Energy,1,1,0,4,0,4,0
2026-09-15T13:15:37Z,2026-09-15T23:15:37+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T13:15:37Z,2026-09-15T23:15:37+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T13:15:37Z,2026-09-15T23:15:37+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T13:15:37Z,2026-09-15T23:15:37+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T13:15:37Z,2026-09-15T23:15:37+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T13:15:37Z,2026-09-15T23:15:37+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T13:30:54Z,2026-09-15T23:30:54+10:00,Cook Shire,2500,all,All providers,1,1,0,4,0,4,0
2026-09-15T13:30:54Z,2026-09-15T23:30:54+10:00,Cook Shire,2500,au.qld.ergon,Ergon Energy,1,1,0,4,0,4,0
2026-09-15T13:30:54Z,2026-09-15T23:30:54+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T13:30:54Z,2026-09-15T23:30:54+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T13:30:54Z,2026-09-15T23:30:54+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T13:30:54Z,2026-09-15T23:30:54+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T13:30:54Z,2026-09-15T23:30:54+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T13:30:54Z,2026-09-15T23:30:54+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T13:45:40Z,2026-09-15T23:45:40+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T13:45:40Z,2026-09-15T23:45:40+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T13:45:40Z,2026-09-15T23:45:40+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T13:45:40Z,2026-09-15T23:45:40+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T13:45:40Z,2026-09-15T23:45:40+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T13:45:40Z,2026-09-15T23:45:40+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T14:00:59Z,2026-09-16T00:00:59+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T14:00:59Z,2026-09-16T00:00:59+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T14:00:59Z,2026-09-16T00:00:59+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T14:00:59Z,2026-09-16T00:00:59+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T14:00:59Z,2026-09-16T00:00:59+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T14:00:59Z,2026-09-16T00:00:59+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T14:15:40Z,2026-09-16T00:15:40+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T14:15:40Z,2026-09-16T00:15:40+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T14:15:40Z,2026-09-16T00:15:40+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T14:15:40Z,2026-09-16T00:15:40+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T14:15:40Z,2026-09-16T00:15:40+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T14:15:40Z,2026-09-16T00:15:40+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T14:30:58Z,2026-09-16T00:30:58+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T14:30:58Z,2026-09-16T00:30:58+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T14:30:58Z,2026-09-16T00:30:58+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T14:30:58Z,2026-09-16T00:30:58+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T14:30:58Z,2026-09-16T00:30:58+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T14:30:58Z,2026-09-16T00:30:58+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T14:45:39Z,2026-09-16T00:45:39+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T14:45:39Z,2026-09-16T00:45:39+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T14:45:39Z,2026-09-16T00:45:39+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T14:45:39Z,2026-09-16T00:45:39+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T14:45:39Z,2026-09-16T00:45:39+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T14:45:39Z,2026-09-16T00:45:39+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T15:01:00Z,2026-09-16T01:01:00+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T15:01:00Z,2026-09-16T01:01:00+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T15:01:00Z,2026-09-16T01:01:00+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T15:01:00Z,2026-09-16T01:01:00+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T15:01:00Z,2026-09-16T01:01:00+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T15:01:00Z,2026-09-16T01:01:00+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T15:15:45Z,2026-09-16T01:15:45+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T15:15:45Z,2026-09-16T01:15:45+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T15:15:45Z,2026-09-16T01:15:45+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T15:15:45Z,2026-09-16T01:15:45+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T15:15:45Z,2026-09-16T01:15:45+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T15:15:45Z,2026-09-16T01:15:45+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T15:30:47Z,2026-09-16T01:30:47+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T15:30:47Z,2026-09-16T01:30:47+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
2026-09-15T15:30:47Z,2026-09-16T01:30:47+10:00,Ipswich City,3960,all,All providers,1,1,0,84,0,84,0
2026-09-15T15:30:47Z,2026-09-16T01:30:47+10:00,Ipswich City,3960,au.qld.energex,Energex,1,1,0,84,0,84,0
2026-09-15T15:30:47Z,2026-09-16T01:30:47+10:00,Murweh Shire,5600,all,All providers,1,1,0,2,0,2,0
2026-09-15T15:30:47Z,2026-09-16T01:30:47+10:00,Murweh Shire,5600,au.qld.ergon,Ergon Energy,1,1,0,2,0,2,0
2026-09-15T15:45:42Z,2026-09-16T01:45:42+10:00,Gold Coast City,3430,all,All providers,1,1,0,8,0,8,0
2026-09-15T15:45:42Z,2026-09-16T01:45:42+10:00,Gold Coast City,3430,au.qld.energex,Energex,1,1,0,8,0,8,0
